"ID","Source","Family","Species","CommonName","Island","FirstRecorded","Notes"
"2490","Insects of Micronesia 6(3)","Delphacidae","Chloriona ( Sogatella) kolophon",NULL,"Namu","1953",NULL
"2491","Insects of Micronesia 6(3)","Delphacidae","Chloriona ( Sogatella) kolophon",NULL,"Namorik","1953",NULL
"2492","Insects of Micronesia 6(3)","Delphacidae","Chloriona ( Sogatella) kolophon",NULL,"Ebon","1953",NULL
"2493","Insects of Micronesia 6(3)","Delphacidae","Chloriona ( Sogatella) kolophon",NULL,"Majuro","1950",NULL
"2494","Insects of Micronesia 6(3)","Delphacidae","Chloriona ( Sogatella) kolophon",NULL,"Kili","1953",NULL
"2495","Insects of Micronesia 6(3)","Delphacidae","Chloriona ( Sogatella) kolophon",NULL,"Wotje","1953",NULL
"2496","Insects of Micronesia 6(3)","Delphacidae","Chloriona ( Sogatella) formosella",NULL,"Saipan","1945",NULL
"2497","Insects of Micronesia 6(3)","Delphacidae","Chloriona ( Sogatella) formosella",NULL,"Guam","1945",NULL
"2498","Insects of Micronesia 6(3)","Delphacidae","Chloriona ( Sogatella) formosella",NULL,"Yap","1950",NULL
"2499","Insects of Micronesia 6(3)","Delphacidae","Chloriona (Sogatella) eupompe",NULL,"Saipan","1944",NULL
"2500","Insects of Micronesia 6(3)","Delphacidae","Chloriona (Sogatella) eupompe",NULL,"Guam","1945",NULL
"2501","Insects of Micronesia 6(3)","Delphacidae","Chloriona (Sogatella) eupompe",NULL,"Koror","1946",NULL
"2502","Insects of Micronesia 6(3)","Delphacidae","Chloriona (Sogatella) eupompe",NULL,"Woleai","1953",NULL
"2503","Insects of Micronesia 6(3)","Delphacidae","Chloriona (Sogatella) euterpe",NULL,"Guam","1945",NULL
"2504","Insects of Micronesia 6(3)","Delphacidae","Chloriona (Sogatella) euterpe",NULL,"Babelthuap","1952",NULL
"2505","Insects of Micronesia 6(3)","Delphacidae","Chloriona (Sogatella) euterpe",NULL,"Koror","1952",NULL
"2506","Insects of Micronesia 6(3)","Delphacidae","Chloriona (Sogatella) euterpe",NULL,"Yap","1950",NULL
"2507","Insects of Micronesia 6(3)","Delphacidae","Chloriona (Sogatella) kyusyuensis",NULL,"Yap","1950",NULL
"2508","Insects of Micronesia 6(3)","Delphacidae","Chloriona (Sogatella) geranor",NULL,"Saipan","1949",NULL
"2509","Insects of Micronesia 6(3)","Delphacidae","Chloriona (Sogatella) geranor",NULL,"Koror","1947",NULL
"2510","Insects of Micronesia 6(3)","Delphacidae","Chloriona (Sogatella) geranor",NULL,"Yap","1950",NULL
"2511","Insects of Micronesia 6(3)","Delphacidae","Chloriona (Sogatella) paludum",NULL,"Tinian","1946",NULL
"2512","Insects of Micronesia 6(3)","Delphacidae","Chloriona (Sogatella) paludum",NULL,"Guam","1945",NULL
"2513","Insects of Micronesia 6(3)","Delphacidae","Chloriona (Sogatella) paludum",NULL,"Babelthuap","1939",NULL
"2514","Insects of Micronesia 6(3)","Delphacidae","Chloriona (Sogatella) paludum",NULL,"Koror","1952",NULL
"2515","Insects of Micronesia 6(3)","Delphacidae","Chloriona (Sogatella) paludum",NULL,"Peleliu","1945",NULL
"2516","Insects of Micronesia 6(3)","Delphacidae","Chloriona (Sogatella) paludum",NULL,"Yap","1950",NULL
"2517","Insects of Micronesia 6(3)","Delphacidae","Chloriona (Sogatella) paludum",NULL,"Woleai","1952",NULL
"2518","Insects of Micronesia 6(3)","Delphacidae","Chloriona (Sogatella) paludum",NULL,"Faraulep","1953",NULL
"2519","Insects of Micronesia 6(3)","Delphacidae","Chloriona (Sogatella) paludum",NULL,"Satawal","1952",NULL
"2520","Insects of Micronesia 6(3)","Delphacidae","Chloriona (Sogatella) paludum",NULL,"Satawan","1952",NULL
"2521","Insects of Micronesia 6(3)","Delphacidae","Chloriona (Sogatella) paludum",NULL,"Nama","1949",NULL
"2522","Insects of Micronesia 6(3)","Delphacidae","Chloriona (Sogatella) paludum",NULL,"Losap","1952",NULL
"2523","Insects of Micronesia 6(3)","Delphacidae","Chloriona (Sogatella) paludum",NULL,"Nukuoru","1946",NULL
"2524","Insects of Micronesia 6(3)","Delphacidae","Chloriona (Sogatella) paludum",NULL,"Kapingamarangi","1946",NULL
"2525","Insects of Micronesia 6(3)","Delphacidae","Chloriona (Sogatella) paludum",NULL,"Pingelap","1953",NULL
"2526","Insects of Micronesia 6(3)","Delphacidae","Chloriona (Sogatella) paludum",NULL,"Wena(Moen)","1946",NULL
"2527","Insects of Micronesia 6(3)","Delphacidae","Chloriona (Sogatella) paludum",NULL,"Pis","1946",NULL
"2528","Insects of Micronesia 6(3)","Delphacidae","Chloriona (Sogatella) paludum",NULL,"Ton","1940",NULL
"2529","Insects of Micronesia 6(3)","Delphacidae","Chloriona (Sogatella) paludum",NULL,"Ponape","1953",NULL
"2530","Insects of Micronesia 6(3)","Delphacidae","Chloriona (Sogatella) paludum",NULL,"Kusaie","1953",NULL
"2531","Insects of Micronesia 6(3)","Delphacidae","Chloriona (Sogatella) paludum",NULL,"Ujae","1953",NULL
"2532","Insects of Micronesia 6(3)","Delphacidae","Chloriona (Sogatella) paludum",NULL,"Kwajalein","1945",NULL
"2533","Insects of Micronesia 6(3)","Delphacidae","Chloriona (Sogatella) paludum",NULL,"Jaluit","1946",NULL
"2534","Insects of Micronesia 6(3)","Delphacidae","Chloriona (Sogatella) paludum",NULL,"Majuro","1946",NULL
"2535","Insects of Micronesia 6(3)","Delphacidae","Chloriona (Sogatella) paludum",NULL,"Arno atoll","1950",NULL
"2536","Insects of Micronesia 6(3)","Delphacidae","Chloriona (Sogatella) paludum",NULL,"Tarawa","1951",NULL
"2537","Insects of Micronesia 6(3)","Delphacidae","Chloriona fieberi",NULL,"Saipan","1944",NULL
"2538","Insects of Micronesia 6(3)","Delphacidae","Chloriona fieberi",NULL,"Koror","1953",NULL
"2539","Insects of Micronesia 6(3)","Delphacidae","Chloriona fieberi",NULL,"Yap","1950",NULL
"2540","Insects of Micronesia 6(3)","Delphacidae","Chloriona albotristriata",NULL,"Guam","1946",NULL
"2541","Insects of Micronesia 6(3)","Delphacidae","Chloriona ochrias",NULL,"Guam","1946",NULL
"2542","Insects of Micronesia 6(3)","Delphacidae","Nilaparvata lugens",NULL,"Babelthuap","1939",NULL
"2543","Insects of Micronesia 6(3)","Delphacidae","Nilaparvata lugens",NULL,"Yap","1939",NULL
"2544","Insects of Micronesia 6(3)","Delphacidae","Delphacodes propinqua",NULL,"Saipan","1944",NULL
"2545","Insects of Micronesia 6(3)","Delphacidae","Delphacodes propinqua",NULL,"Tinian","1946",NULL
"2546","Insects of Micronesia 6(3)","Delphacidae","Delphacodes propinqua",NULL,"Guam","1945",NULL
"2547","Insects of Micronesia 6(3)","Delphacidae","Delphacodes propinqua",NULL,"Koror","1947",NULL
"2548","Insects of Micronesia 6(3)","Delphacidae","Delphacodes propinqua",NULL,"Peleliu","1945",NULL
"2549","Insects of Micronesia 6(3)","Delphacidae","Delphacodes propinqua",NULL,"Yap","1950",NULL
"2550","Insects of Micronesia 6(3)","Delphacidae","Delphacodes matanitu",NULL,"Saipan","1945",NULL
"2551","Insects of Micronesia 6(3)","Delphacidae","Delphacodes matanitu",NULL,"Angaur","1948",NULL
"2552","Insects of Micronesia 6(3)","Delphacidae","Delphacodes matanitu",NULL,"Yap","1950",NULL
"2553","Insects of Micronesia 6(3)","Delphacidae","Delphacodes striatella",NULL,"Koror","1952",NULL
"2554","Insects of Micronesia 6(3)","Delphacidae","Delphacodes striatella",NULL,"Yap","1950",NULL
"2555","Insects of Micronesia 6(3)","Delphacidae","Delphacodes striatella",NULL,"Majuro","1946",NULL
"2556","Insects of Micronesia 6(3)","Delphacidae","Delphacodes lyraeformis",NULL,"Saipan","1945",NULL
"2557","Insects of Micronesia 6(3)","Delphacidae","Delphacodes lyraeformis",NULL,"Guam","1945",NULL
"2558","Insects of Micronesia 6(3)","Delphacidae","Delphacodes lyraeformis",NULL,"Yap","1954",NULL
"2559","Insects of Micronesia 6(3)","Delphacidae","Delphacodes lyraeformis",NULL,"Pulo Anna","1952",NULL
"2560","Insects of Micronesia 6(3)","Delphacidae","Delphacodes lyraeformis",NULL,"Sonsorol","1952",NULL
"2561","Insects of Micronesia 6(3)","Delphacidae","Delphacodes lyraeformis",NULL,"Ngulu","1952",NULL
"2562","Insects of Micronesia 6(3)","Delphacidae","Delphacodes lyraeformis",NULL,"Ulithi","1952",NULL
"2563","Insects of Micronesia 6(3)","Delphacidae","Delphacodes lyraeformis",NULL,"Woleai","1952",NULL
"2564","Insects of Micronesia 6(3)","Delphacidae","Delphacodes lyraeformis",NULL,"Ifaluk","1953",NULL
"2565","Insects of Micronesia 6(3)","Delphacidae","Delphacodes lyraeformis",NULL,"Lamotrek","1953",NULL
"2566","Insects of Micronesia 6(3)","Delphacidae","Delphacodes albicollis",NULL,"Guam","1945",NULL
"2567","Insects of Micronesia 6(3)","Delphacidae","Delphacodes albicollis",NULL,"Koror","1938",NULL
"2568","Insects of Micronesia 6(3)","Delphacidae","Delphacodes albicollis",NULL,"Yap","1952",NULL
"2569","Insects of Micronesia 6(3)","Delphacidae","Delphacodes amblystylis",NULL,"Guam","1945",NULL
"2570","Insects of Micronesia 6(3)","Delphacidae","Delphacodes marpessa",NULL,"Yap","1952",NULL
"2571","Insects of Micronesia 6(3)","Delphacidae","Delphacodes thersander",NULL,"Wena(Moen)","1949",NULL
"2572","Insects of Micronesia 6(3)","Delphacidae","Delphacodes celaeno",NULL,"Woleai","1953",NULL
"2573","Insects of Micronesia 6(3)","Delphacidae","Delphacodes dryope ?",NULL,"Guam","1946",NULL
"2574","Insects of Micronesia 6(3)","Delphacidae","Coronacella kirkaldyi",NULL,"Saipan","1944",NULL
"2575","Insects of Micronesia 6(3)","Delphacidae","Coronacella kirkaldyi",NULL,"Guam","1945",NULL
"2576","Insects of Micronesia 6(3)","Delphacidae","Coronacella kirkaldyi",NULL,"Koror","1947",NULL
"2577","Insects of Micronesia 6(3)","Delphacidae","Coronacella kirkaldyi",NULL,"Yap","1950",NULL
"2578","Insects of Micronesia 6(3)","Delphacidae","Coronacella kirkaldyi",NULL,"Satawal","1953",NULL
"2579","Insects of Micronesia 6(3)","Delphacidae","Coronacella kirkaldyi",NULL,"Wena(Moen)","1946",NULL
"2580","Insects of Micronesia 6(3)","Delphacidae","Coronacella kirkaldyi",NULL,"Ton","1940",NULL
"2581","Insects of Micronesia 6(3)","Delphacidae","Coronacella kirkaldyi",NULL,"Ponape","1939",NULL
"2582","Insects of Micronesia 6(3)","Delphacidae","Coronacella kirkaldyi",NULL,"Kusaie","1937",NULL
"2583","Insects of Micronesia 6(3)","Delphacidae","Coronacella kirkaldyi",NULL,"Namorik","1953",NULL
"2584","Insects of Micronesia 6(3)","Delphacidae","Coronacella kirkaldyi",NULL,"Majuro","1950",NULL
"2585","Insects of Micronesia 6(3)","Meenoplidae","Nisia atrovenosa",NULL,"Guam","1945",NULL
"2586","Insects of Micronesia 6(3)","Meenoplidae","Nisia atrovenosa",NULL,"Babelthuap","1939",NULL
"2587","Insects of Micronesia 6(3)","Meenoplidae","Nisia atrovenosa",NULL,"Koror","1937",NULL
"2588","Insects of Micronesia 6(3)","Meenoplidae","Nisia atrovenosa",NULL,"Peleliu","1945",NULL
"2589","Insects of Micronesia 6(3)","Meenoplidae","Nisia atrovenosa",NULL,"Yap","1939",NULL
"2590","Insects of Micronesia 6(3)","Derbidae","Zoraida pteropheroides fistulator",NULL,"Babelthuap","1947",NULL
"2591","Insects of Micronesia 6(3)","Derbidae","Zoraida pteropheroides fistulator",NULL,"Koror","1951",NULL
"2592","Insects of Micronesia 6(3)","Derbidae","Proutista moesta",NULL,"Tinian","1945",NULL
"2593","Insects of Micronesia 6(3)","Derbidae","Proutista moesta",NULL,"Rota","1937",NULL
"2594","Insects of Micronesia 6(3)","Derbidae","Proutista moesta",NULL,"Guam","1945",NULL
"2595","Insects of Micronesia 6(3)","Derbidae","Proutista moesta",NULL,"Koror","1953",NULL
"2596","Insects of Micronesia 6(3)","Derbidae","Proutista moesta",NULL,"Losap","1952",NULL
"2597","Insects of Micronesia 6(3)","Derbidae","Proutista moesta",NULL,"Nomwin","1954",NULL
"2598","Insects of Micronesia 6(3)","Derbidae","Sikaiana palaui",NULL,"Peleliu","1945",NULL
"2599","Insects of Micronesia 6(3)","Derbidae","Muiria palauana",NULL,"Koror","1954",NULL
"2600","Insects of Micronesia 6(3)","Derbidae","Platocera calypso",NULL,"Peleliu","1945",NULL
"2601","Insects of Micronesia 6(3)","Derbidae","Heronax achilles",NULL,"Koror","1947",NULL
"2602","Insects of Micronesia 6(3)","Derbidae","Paralyricen soranus",NULL,"Babelthuap","1947",NULL
"2603","Insects of Micronesia 6(3)","Derbidae","Flaccia dione",NULL,"Pingelap","1953",NULL
"2604","Insects of Micronesia 6(3)","Derbidae","Flaccia dione",NULL,"Mokil","1953",NULL
"2605","Insects of Micronesia 6(3)","Derbidae","Flaccia dione",NULL,"Kusaie","1937",NULL
"2606","Insects of Micronesia 6(3)","Derbidae","Flaccia dione",NULL,"Ailinglaplap","1946",NULL
"2607","Insects of Micronesia 6(3)","Derbidae","Flaccia dione",NULL,"Namorik","1953",NULL
"2608","Insects of Micronesia 6(3)","Derbidae","Flaccia dione",NULL,"Jaluit","1938",NULL
"2609","Insects of Micronesia 6(3)","Derbidae","Flaccia dione",NULL,"Majuro","1948",NULL
"2610","Insects of Micronesia 6(3)","Derbidae","Flaccia dione",NULL,"Arno atoll","1950",NULL
"2611","Insects of Micronesia 6(3)","Derbidae","Flaccia dione",NULL,"Mili","1953",NULL
"2612","Insects of Micronesia 6(3)","Derbidae","Kamendaka (Nicertoides) jokaji",NULL,"Ponape","1937",NULL
"2613","Insects of Micronesia 6(3)","Derbidae","Kamendaka (Eosaccharissa) lar",NULL,"Yap","1946",NULL
"2614","Insects of Micronesia 6(3)","Derbidae","Kamendaka (Eosaccharissa) lar",NULL,"Ulithi","1945",NULL
"2615","Insects of Micronesia 6(3)","Derbidae","Kamendaka (Eosaccharissa) lar",NULL,"Fais","1952",NULL
"2616","Insects of Micronesia 6(3)","Derbidae","Kamendaka (Eosaccharissa) lar",NULL,"Woleai","1938",NULL
"2617","Insects of Micronesia 6(3)","Derbidae","Kamendaka (Eosaccharissa) lar",NULL,"Sorol","1952",NULL
"2618","Insects of Micronesia 6(3)","Derbidae","Kamendaka (Eosaccharissa) lar",NULL,"Lamotrek","1952",NULL
"2619","Insects of Micronesia 6(3)","Derbidae","Kamendaka (Eosaccharissa) perplexa",NULL,"Ponape","1954",NULL
"2620","Insects of Micronesia 6(3)","Derbidae","Kamendaka (Eosaccharissa) polyphemus",NULL,"Kusaie","1953",NULL
"2621","Insects of Micronesia 6(3)","Derbidae","Kamendaka (Eosaccharissa)",NULL,"Koror","1954",NULL
"2622","Insects of Micronesia 6(3)","Derbidae","Swezeyia zephyrus",NULL,"Guam","1949",NULL
"2623","Insects of Micronesia 6(3)","Derbidae","Swezeyia zephyrus",NULL,"Koror","1952",NULL
"2624","Insects of Micronesia 6(3)","Derbidae","Swezeyia zephyrus",NULL,"Ulithi","1946",NULL
"2625","Insects of Micronesia 6(3)","Derbidae","Swezeyia zephyrus",NULL,"Woleai","1938",NULL
"2626","Insects of Micronesia 6(3)","Derbidae","Swezeyia zephyrus",NULL,"Faraulep","1952",NULL
"2627","Insects of Micronesia 6(3)","Derbidae","Swezeyia zephyrus",NULL,"Ifaluk","1952",NULL
"2628","Insects of Micronesia 6(3)","Derbidae","Swezeyia zephyrus",NULL,"Satawal","1952",NULL
"2629","Insects of Micronesia 6(3)","Derbidae","Swezeyia zephyrus",NULL,"Losap","1952",NULL
"2630","Insects of Micronesia 6(3)","Derbidae","Swezeyia zephyrus",NULL,"Etal","1952",NULL
"2631","Insects of Micronesia 6(3)","Derbidae","Swezeyia zephyrus",NULL,"Mokil","1953",NULL
"2632","Insects of Micronesia 6(3)","Derbidae","Swezeyia zephyrus",NULL,"Pingelap","1953",NULL
"2633","Insects of Micronesia 6(3)","Derbidae","Swezeyia zephyrus",NULL,"Kapingamarangi","1946",NULL
"2634","Insects of Micronesia 6(3)","Derbidae","Swezeyia zephyrus",NULL,"Wena(Moen)","1946",NULL
"2635","Insects of Micronesia 6(3)","Derbidae","Swezeyia zephyrus",NULL,"Tonoas(Dublon)","1937",NULL
"2636","Insects of Micronesia 6(3)","Derbidae","Swezeyia zephyrus",NULL,"Ponape","1938",NULL
"2637","Insects of Micronesia 6(3)","Derbidae","Swezeyia zephyrus",NULL,"Kusaie","1937",NULL
"2638","Insects of Micronesia 6(3)","Derbidae","Swezeyia zephyrus",NULL,"Kwajalein","1944",NULL
"2639","Insects of Micronesia 6(3)","Derbidae","Swezeyia zephyrus",NULL,"Ujae","1953",NULL
"2640","Insects of Micronesia 6(3)","Derbidae","Swezeyia zephyrus",NULL,"Namorik","1953",NULL
"2641","Insects of Micronesia 6(3)","Derbidae","Swezeyia zephyrus",NULL,"Ebon","1953",NULL
"2642","Insects of Micronesia 6(3)","Derbidae","Swezeyia zephyrus",NULL,"Namu","1953",NULL
"2643","Insects of Micronesia 6(3)","Derbidae","Swezeyia zephyrus",NULL,"Jaluit","1946",NULL
"2644","Insects of Micronesia 6(3)","Derbidae","Swezeyia zephyrus",NULL,"Majuro","1946",NULL
"2645","Insects of Micronesia 6(3)","Derbidae","Swezeyia zephyrus",NULL,"Wotje","1937",NULL
"2646","Insects of Micronesia 6(3)","Derbidae","Swezeyia zephyrus",NULL,"Arno atoll","1950",NULL
"2647","Insects of Micronesia 6(3)","Derbidae","Swezeyia zephyrus",NULL,"Mili","1953",NULL
"2648","Insects of Micronesia 6(3)","Derbidae","Swezeyia zephyrus",NULL,"Onotoa (Gilberts)","1951",NULL
"2649","Insects of Micronesia 6(3)","Derbidae","Swezeyia polyxo",NULL,"Koror","1952",NULL
"2650","Insects of Micronesia 6(3)","Derbidae","Swezeyia polyxo",NULL,"Yap","1950",NULL
"2651","Insects of Micronesia 6(3)","Derbidae","Swezeyia polyxo",NULL,"Sonsorol","1952",NULL
"2652","Insects of Micronesia 6(3)","Derbidae","Swezeyia polyxo",NULL,"Ulithi","1946",NULL
"2653","Insects of Micronesia 6(3)","Derbidae","Swezeyia polyxo",NULL,"Fais","1952",NULL
"2654","Insects of Micronesia 6(3)","Derbidae","Swezeyia polyxo",NULL,"Ton","1952",NULL
"2655","Insects of Micronesia 6(3)","Derbidae","Swezeyia polyxo",NULL,"Fefan","1953",NULL
"2656","Insects of Micronesia 6(3)","Derbidae","Swezeyia polyxo",NULL,"Wena(Moen)","1949",NULL
"2657","Insects of Micronesia 6(3)","Derbidae","Swezeyia metanira",NULL,"Babelthuap","1947",NULL
"2658","Insects of Micronesia 6(3)","Derbidae","Swezeyia metanira",NULL,"Koror","1952",NULL
"2659","Insects of Micronesia 6(3)","Derbidae","Swezeyia typhon",NULL,"Koror","1947",NULL
"2660","Insects of Micronesia 6(3)","Derbidae","Swezeyia ganesa",NULL,"Babelthuap","1939",NULL
"2661","Insects of Micronesia 6(3)","Derbidae","Swezeyia ganesa",NULL,"Yap","1952",NULL
"2662","Insects of Micronesia 6(3)","Derbidae","Swezeyia ganesa",NULL,"Nama","1950",NULL
"2663","Insects of Micronesia 6(3)","Derbidae","Swezeyia ganesa",NULL,"Ton","1949",NULL
"2664","Insects of Micronesia 6(3)","Derbidae","Swezeyia ganesa",NULL,"Pata","1940",NULL
"2665","Insects of Micronesia 6(3)","Derbidae","Swezeyia ganesa",NULL,"Wena(Moen)","1946",NULL
"2666","Insects of Micronesia 6(3)","Derbidae","Swezeyia ganesa",NULL,"Tonoas(Dublon)","1946",NULL
"2667","Insects of Micronesia 6(3)","Derbidae","Swezeyia ganesa",NULL,"Fefan","1953",NULL
"2668","Insects of Micronesia 6(3)","Derbidae","Swezeyia ganesa",NULL,"Onotoa (Gilberts)","1951",NULL
"2669","Insects of Micronesia 6(3)","Derbidae","Kampulokara",NULL,"Tol","1949",NULL
"2670","Insects of Micronesia 6(3)","Derbidae","Kampulokara",NULL,"Babelthuap","1951",NULL
"2671","Insects of Micronesia 6(3)","Derbidae","Eusyphax bivittatus",NULL,"Guam","1946",NULL
"2672","Insects of Micronesia 6(3)","Derbidae","Eusyphax bivittatus ianthe",NULL,"Yap","1950",NULL
"2673","Insects of Micronesia 6(3)","Derbidae","Eusyphax bivittatus lineatus",NULL,"Saipan","1945",NULL
"2674","Insects of Micronesia 6(3)","Derbidae","Eusyphax bivittatus lineatus",NULL,"Guam","1945",NULL
"2675","Insects of Micronesia 6(3)","Derbidae","Eusyphax bivittatus lineatus",NULL,"Babelthuap","1952",NULL
"2676","Insects of Micronesia 6(3)","Derbidae","Eusyphax bivittatus lineatus",NULL,"Koror","1939",NULL
"2677","Insects of Micronesia 6(3)","Derbidae","Eusyphax bivittatus lineatus",NULL,"Peleliu","1945",NULL
"2678","Insects of Micronesia 6(3)","Derbidae","Eusyphax bivittatus lineatus",NULL,"Angaur","1945",NULL
"2679","Insects of Micronesia 6(3)","Derbidae","Nesokaha infuscata palauana",NULL,"Koror","1954",NULL
"2680","Insects of Micronesia 6(3)","Derbidae","Nesokaha infuscata palauana",NULL,"Babelthuap","1954",NULL
"2681","Insects of Micronesia 6(3)","Derbidae","Nesokaha infuscata palauana",NULL,"Ngarmalk","1952",NULL
"2682","Insects of Micronesia 6(3)","Derbidae","Nesokaha infuscata palauana",NULL,"Peleliu","1952",NULL
"2683","Insects of Micronesia 6(3)","Derbidae","Nesorhamma chalcas chalcas",NULL,"Peleliu","1948",NULL
"2684","Insects of Micronesia 6(3)","Derbidae","Nesorhamma chalcas chalcas",NULL,"Urukthapel","1952",NULL
"2685","Insects of Micronesia 6(3)","Derbidae","Nesorhamma chalcas chalcas",NULL,"Ngarmalk","1952",NULL
"2686","Insects of Micronesia 6(3)","Derbidae","Nesorhamma chalcas atrior",NULL,"Koror","1947",NULL
"2687","Insects of Micronesia 6(3)","Derbidae","Nesorhamma chalcas atrior",NULL,"Angaur","1945",NULL
"2688","Insects of Micronesia 6(3)","Derbidae","Nesorhamma badia",NULL,"Guam","1952",NULL
"2689","Insects of Micronesia 6(3)","Derbidae","Lamenia caliginea charon",NULL,"Ujelang","1953",NULL
"2690","Insects of Micronesia 6(3)","Derbidae","Lamenia caliginea charon",NULL,"Eniwetok","1946",NULL
"2691","Insects of Micronesia 6(3)","Derbidae","Lamenia caliginea charon",NULL,"Kwajalein","1944",NULL
"2692","Insects of Micronesia 6(3)","Derbidae","Lamenia caliginea charon",NULL,"Ebeye","1953",NULL
"2693","Insects of Micronesia 6(3)","Derbidae","Lamenia caliginea charon",NULL,"Lae","1953",NULL
