"ID","Source","Family","Species","CommonName","Island","FirstRecorded","Notes"
"3428","Insects of Micronesia 6(7)","Pseudococcidae","Pseudococcus orchidicola Takahashi",NULL,"Rota","1937",NULL
"3429","Insects of Micronesia 6(7)","Pseudococcidae","Pseudococcus orchidicola Takahashi",NULL,"Eauripik","1958",NULL
"3430","Insects of Micronesia 6(7)","Pseudococcidae","Pseudococcus orchidicola Takahashi",NULL,"Nukuoru","1946",NULL
"3431","Insects of Micronesia 6(7)","Pseudococcidae","Pseudococcus orchidicola Takahashi",NULL,"Satawan","1952",NULL
"3432","Insects of Micronesia 6(7)","Pseudococcidae","Pseudococcus orchidicola Takahashi",NULL,"Fefan","1946",NULL
"3433","Insects of Micronesia 6(7)","Pseudococcidae","Pseudococcus orchidicola Takahashi",NULL,"Kusaie","1946",NULL
"3434","Insects of Micronesia 6(7)","Pseudococcidae","Pseudococcus orchidicola Takahashi",NULL,"Wotho","1952",NULL
"3435","Insects of Micronesia 6(7)","Pseudococcidae","Pseudococcus orchidicola Takahashi",NULL,"Ujae","1952",NULL
"3436","Insects of Micronesia 6(7)","Pseudococcidae","Pseudococcus orchidicola Takahashi",NULL,"Kwajalein","1946",NULL
"3437","Insects of Micronesia 6(7)","Pseudococcidae","Pseudococcus orchidicola Takahashi",NULL,"Jaluit","1958",NULL
"3438","Insects of Micronesia 6(7)","Pseudococcidae","Pseudococcus orchidicola Takahashi",NULL,"Namorik","1953",NULL
"3439","Insects of Micronesia 6(7)","Pseudococcidae","Pseudococcus orchidicola Takahashi",NULL,"Utirik","1951",NULL
"3440","Insects of Micronesia 6(7)","Pseudococcidae","Pseudococcus orchidicola Takahashi",NULL,"Ailuk","1951",NULL
"3441","Insects of Micronesia 6(7)","Pseudococcidae","Pseudococcus orchidicola Takahashi",NULL,"Likiep","1946",NULL
"3442","Insects of Micronesia 6(7)","Pseudococcidae","Pseudococcus orchidicola Takahashi",NULL,"Majuro","1946",NULL
"3443","Insects of Micronesia 6(7)","Pseudococcidae","Pseudococcus orchidicola Takahashi",NULL,"Arno","1950",NULL
"3444","Insects of Micronesia 6(7)","Pseudococcidae","Pseudococcus orchidicola Takahashi",NULL,"Mili","1953",NULL
"3445","Insects of Micronesia 6(7)","Pseudococcidae","Pseudococcus orchidicola Takahashi",NULL,"Tarawa","1956",NULL
"3446","Insects of Micronesia 6(7)","Pseudococcidae","Pseudococcus pandanicola Takahashi",NULL,"Babelthuap","1947",NULL
"3447","Insects of Micronesia 6(7)","Pseudococcidae","Pseudococcus pandanicola Takahashi",NULL,"Koror","1945",NULL
"3448","Insects of Micronesia 6(7)","Pseudococcidae","Pseudococcus solomonensis Williams",NULL,"Babelthuap","1946",NULL
"3449","Insects of Micronesia 6(7)","Pseudococcidae","Pseudococcus solomonensis Williams",NULL,"Koror","1947",NULL
"3450","Insects of Micronesia 6(7)","Pseudococcidae","Pseudococcus solomonensis Williams",NULL,"Yap","1950",NULL
"3451","Insects of Micronesia 6(7)","Pseudococcidae","Pseudococcus solomonensis Williams",NULL,"Wena(Moen)","1948",NULL
"3452","Insects of Micronesia 6(7)","Pseudococcidae","Pseudococcus solomonensis Williams",NULL,"Tonoas(Dublon)","1946",NULL
"3453","Insects of Micronesia 6(7)","Pseudococcidae","Pseudococcus solomonensis Williams",NULL,"Ponape","1953",NULL
"3454","Insects of Micronesia 6(7)","Pseudococcidae","Pseudococcus trukensis Beardsley",NULL,"Wena(Moen)","1954",NULL
"3455","Insects of Micronesia 6(7)","Pseudococcidae","Pseudococcus trukensis Beardsley",NULL,"Faraulep","1952",NULL
"3456","Insects of Micronesia 6(7)","Pseudococcidae","Pseudococcus trukensis Beardsley",NULL,"Tonoas(Dublon)","1946",NULL
"3457","Insects of Micronesia 6(7)","Pseudococcidae","Pseudococcus trukensis Beardsley",NULL,"Ton(Tol)","1953",NULL
"3458","Insects of Micronesia 6(7)","Pseudococcidae","Pseudococcus trukensis Beardsley",NULL,"Ponape","1950",NULL
"3459","Insects of Micronesia 6(7)","Pseudococcidae","Pseudococcus yapensis Beardsley",NULL,"Yap","1950",NULL
"3460","Insects of Micronesia 6(7)","Pseudococcidae","Rhizoecus advenus Beardsley",NULL,"Oahu","1959",NULL
"3461","Insects of Micronesia 6(7)","Pseudococcidae","Rhizoecus advenus Beardsley",NULL,"Ton(Tol)","1953",NULL
"3462","Insects of Micronesia 6(7)","Pseudococcidae","Rhizoecus carolinensis Beardsley",NULL,"Kusaie","1953",NULL
"3463","Insects of Micronesia 6(7)","Pseudococcidae","Rhizoecus carolinensis Beardsley",NULL,"Ton(Tol)","1953",NULL
"3464","Insects of Micronesia 6(7)","Pseudococcidae","Saccharicoccus sacchari (Cockerell)",NULL,"Saipan","1946",NULL
"3465","Insects of Micronesia 6(7)","Pseudococcidae","Saccharicoccus sacchari (Cockerell)",NULL,"Tinian","1946",NULL
"3466","Insects of Micronesia 6(7)","Pseudococcidae","Saccharicoccus sacchari (Cockerell)",NULL,"Rota","1946",NULL
"3467","Insects of Micronesia 6(7)","Pseudococcidae","Saccharicoccus sacchari (Cockerell)",NULL,"Guam","1936",NULL
"3468","Insects of Micronesia 6(7)","Pseudococcidae","Saccharicoccus sacchari (Cockerell)",NULL,"Babelthuap","1947",NULL
"3469","Insects of Micronesia 6(7)","Pseudococcidae","Saccharicoccus sacchari (Cockerell)",NULL,"Koror","1946",NULL
"3470","Insects of Micronesia 6(7)","Pseudococcidae","Saccharicoccus sacchari (Cockerell)",NULL,"Yap","1949",NULL
"3471","Insects of Micronesia 6(7)","Pseudococcidae","Saccharicoccus sacchari (Cockerell)",NULL,"Ulithi","1956",NULL
"3472","Insects of Micronesia 6(7)","Pseudococcidae","Saccharicoccus sacchari (Cockerell)",NULL,"Nukuoru","1946",NULL
"3473","Insects of Micronesia 6(7)","Pseudococcidae","Saccharicoccus sacchari (Cockerell)",NULL,"Fefan","1946",NULL
"3474","Insects of Micronesia 6(7)","Pseudococcidae","Saccharicoccus sacchari (Cockerell)",NULL,"Tonoas(Dublon)","1946",NULL
"3475","Insects of Micronesia 6(7)","Pseudococcidae","Saccharicoccus sacchari (Cockerell)",NULL,"Ton(Tol)","1946",NULL
"3476","Insects of Micronesia 6(7)","Pseudococcidae","Saccharicoccus sacchari (Cockerell)",NULL,"Ponape","1946",NULL
"3477","Insects of Micronesia 6(7)","Pseudococcidae","Trionymus palauensis Beardsley",NULL,"Koror","1956",NULL
"3478","Insects of Micronesia 6(7)","Pseudococcidae","Trionymus townesi Beardsley",NULL,"Tinian","1946",NULL
"3479","Insects of Micronesia 6(7)","Pseudococcidae","Turbinococcus pandanicola (Takahashi)",NULL,"Koror","1937",NULL
"3480","Insects of Micronesia 6(7)","Pseudococcidae","Turbinococcus pandanicola (Takahashi)",NULL,"Ngurukdabel(Urukthapel)","1958",NULL
"3481","Insects of Micronesia 6(7)","Coccidae","Ceroplastes cirripediformis Comstock",NULL,"Wake","1959",NULL
"3482","Insects of Micronesia 6(7)","Coccidae","Ceroplastes cirripediformis Comstock",NULL,"Eniwetok","1957",NULL
"3483","Insects of Micronesia 6(7)","Coccidae","Ceroplastes cirripediformis Comstock",NULL,"Kwajalein","1958",NULL
"3484","Insects of Micronesia 6(7)","Coccidae","Ceroplastes floridensis Comstock",NULL,"Bonin","1909",NULL
"3485","Insects of Micronesia 6(7)","Coccidae","Ceroplastes floridensis Comstock",NULL,"Rota","1936",NULL
"3486","Insects of Micronesia 6(7)","Coccidae","Ceroplastes floridensis Comstock",NULL,"Guam","1946",NULL
"3487","Insects of Micronesia 6(7)","Coccidae","Ceroplastes floridensis Comstock",NULL,"Koror","1939",NULL
"3488","Insects of Micronesia 6(7)","Coccidae","Ceroplastes floridensis Comstock",NULL,"Ulebsehel(Auluptagel)","1956",NULL
"3489","Insects of Micronesia 6(7)","Coccidae","Ceroplastes floridensis Comstock",NULL,"Peleliu","1945",NULL
"3490","Insects of Micronesia 6(7)","Coccidae","Ceroplastes pseudoceriferus Green",NULL,"Ulebsehel(Auluptagel)","1956",NULL
"3491","Insects of Micronesia 6(7)","Coccidae","Ceroplastes rubens Maskell",NULL,"Saipan","1946",NULL
"3492","Insects of Micronesia 6(7)","Coccidae","Ceroplastes rubens Maskell",NULL,"Rota","1946",NULL
"3493","Insects of Micronesia 6(7)","Coccidae","Ceroplastes rubens Maskell",NULL,"Guam","1938",NULL
"3494","Insects of Micronesia 6(7)","Coccidae","Ceroplastes rubens Maskell",NULL,"Ngaiangl(Kayangel)","1956",NULL
"3495","Insects of Micronesia 6(7)","Coccidae","Ceroplastes rubens Maskell",NULL,"Koror","1953",NULL
"3496","Insects of Micronesia 6(7)","Coccidae","Coccus acuminatus (Signoret)",NULL,"Guam","1936",NULL
"3497","Insects of Micronesia 6(7)","Coccidae","Coccus acuminatus (Signoret)",NULL,"Koror","1953",NULL
"3498","Insects of Micronesia 6(7)","Coccidae","Coccus acuminatus (Signoret)",NULL,"Ngerkabesang","1953",NULL
"3499","Insects of Micronesia 6(7)","Coccidae","Coccus elongatus (Signoret)",NULL,"Saipan","1946",NULL
"3500","Insects of Micronesia 6(7)","Coccidae","Coccus elongatus (Signoret)",NULL,"Tinian","1946",NULL
"3501","Insects of Micronesia 6(7)","Coccidae","Coccus elongatus (Signoret)",NULL,"Guam","1937",NULL
"3502","Insects of Micronesia 6(7)","Coccidae","Coccus elongatus (Signoret)",NULL,"Babelthuap","1953",NULL
"3503","Insects of Micronesia 6(7)","Coccidae","Coccus elongatus (Signoret)",NULL,"Koror","1953",NULL
"3504","Insects of Micronesia 6(7)","Coccidae","Coccus elongatus (Signoret)",NULL,"Ngurukdabel(Urukthapel)","1953",NULL
"3505","Insects of Micronesia 6(7)","Coccidae","Coccus elongatus (Signoret)",NULL,"Faraulep","1963",NULL
"3506","Insects of Micronesia 6(7)","Coccidae","Coccus elongatus (Signoret)",NULL,"Kwajalein","1958",NULL
"3507","Insects of Micronesia 6(7)","Coccidae","Coccus elongatus (Signoret)",NULL,"Majuro","1958",NULL
"3508","Insects of Micronesia 6(7)","Coccidae","Coccus hesperidum Linnaeus",NULL,"Saipan","1946",NULL
"3509","Insects of Micronesia 6(7)","Coccidae","Coccus hesperidum Linnaeus",NULL,"Koror","1958",NULL
"3510","Insects of Micronesia 6(7)","Coccidae","Coccus hesperidum Linnaeus",NULL,"Peleliu","1946",NULL
"3511","Insects of Micronesia 6(7)","Coccidae","Coccus hesperidum Linnaeus",NULL,"Yap","1952",NULL
"3512","Insects of Micronesia 6(7)","Coccidae","Coccus hesperidum Linnaeus",NULL,"Nukuoru","1946",NULL
"3513","Insects of Micronesia 6(7)","Coccidae","Coccus hesperidum Linnaeus",NULL,"Tonoas(Dublon)","1952",NULL
"3514","Insects of Micronesia 6(7)","Coccidae","Coccus hesperidum Linnaeus",NULL,"Eniwetok","1946",NULL
"3515","Insects of Micronesia 6(7)","Coccidae","Coccus hesperidum Linnaeus",NULL,"Ujelang","1953",NULL
"3516","Insects of Micronesia 6(7)","Coccidae","Coccus hesperidum Linnaeus",NULL,"Wotho","1953",NULL
"3517","Insects of Micronesia 6(7)","Coccidae","Coccus hesperidum Linnaeus",NULL,"Rongelap","1953",NULL
"3518","Insects of Micronesia 6(7)","Coccidae","Coccus hesperidum Linnaeus",NULL,"Kwajalein","1946",NULL
"3519","Insects of Micronesia 6(7)","Coccidae","Coccus hesperidum Linnaeus",NULL,"Namu","1953",NULL
"3520","Insects of Micronesia 6(7)","Coccidae","Coccus hesperidum Linnaeus",NULL,"Majuro","1946",NULL
"3521","Insects of Micronesia 6(7)","Coccidae","Coccus mangiferae (Green)",NULL,"Babelthuap","1953",NULL
"3522","Insects of Micronesia 6(7)","Coccidae","Coccus mangiferae (Green)",NULL,"Koror","1952",NULL
"3523","Insects of Micronesia 6(7)","Coccidae","Coccus moestus De Lotto",NULL,"Guam","1946",NULL
"3524","Insects of Micronesia 6(7)","Coccidae","Coccus moestus De Lotto",NULL,"Babelthuap","1947",NULL
"3525","Insects of Micronesia 6(7)","Coccidae","Coccus moestus De Lotto",NULL,"Koror","1954",NULL
"3526","Insects of Micronesia 6(7)","Coccidae","Coccus moestus De Lotto",NULL,"Peleliu","1946",NULL
"3527","Insects of Micronesia 6(7)","Coccidae","Coccus moestus De Lotto",NULL,"Woleai","1964",NULL
"3528","Insects of Micronesia 6(7)","Coccidae","Coccus moestus De Lotto",NULL,"Wena(Moen)","1949",NULL
"3529","Insects of Micronesia 6(7)","Coccidae","Coccus viridis (Green)",NULL,"Saipan","1946",NULL
"3530","Insects of Micronesia 6(7)","Coccidae","Coccus viridis (Green)",NULL,"Tinian","1946",NULL
"3531","Insects of Micronesia 6(7)","Coccidae","Coccus viridis (Green)",NULL,"Guam","1953",NULL
"3532","Insects of Micronesia 6(7)","Coccidae","Coccus viridis (Green)",NULL,"Babelthuap","1946",NULL
"3533","Insects of Micronesia 6(7)","Coccidae","Coccus viridis (Green)",NULL,"Yap","1946",NULL
"3534","Insects of Micronesia 6(7)","Coccidae","Coccus viridis (Green)",NULL,"Wena(Moen)","1952",NULL
"3535","Insects of Micronesia 6(7)","Coccidae","Coccus viridis (Green)",NULL,"Ton(Tol)","1946",NULL
"3536","Insects of Micronesia 6(7)","Coccidae","Coccus viridis (Green)",NULL,"Ponape","1946",NULL
"3537","Insects of Micronesia 6(7)","Coccidae","Coccus viridis (Green)",NULL,"Ocean Island","1957",NULL
"3538","Insects of Micronesia 6(7)","Coccidae","Eucalymnatus tessellatus (Signoret)",NULL,"Babelthuap","1953",NULL
"3539","Insects of Micronesia 6(7)","Coccidae","Eucalymnatus tessellatus (Signoret)",NULL,"Koror","1953",NULL
"3540","Insects of Micronesia 6(7)","Coccidae","Eucalymnatus tessellatus (Signoret)",NULL,"Wena(Moen)","1946",NULL
"3541","Insects of Micronesia 6(7)","Coccidae","Eucalymnatus tessellatus (Signoret)",NULL,"Ponape","1953",NULL
"3542","Insects of Micronesia 6(7)","Coccidae","Eucalymnatus tessellatus (Signoret)",NULL,"Kusaie","1946",NULL
"3543","Insects of Micronesia 6(7)","Coccidae","Paralecanium carolinensis Beardsley",NULL,"Losap","1952",NULL
"3544","Insects of Micronesia 6(7)","Coccidae","Paralecanium carolinensis Beardsley",NULL,"Nomwin","1954",NULL
"3545","Insects of Micronesia 6(7)","Coccidae","Paralecanium carolinensis Beardsley",NULL,"Ton(Tol)","1952",NULL
"3546","Insects of Micronesia 6(7)","Coccidae","Pulvinaria psidii Maskell",NULL,"Iwo Jima","1958",NULL
"3547","Insects of Micronesia 6(7)","Coccidae","Pulvinaria psidii Maskell",NULL,"Guam","1939",NULL
"3548","Insects of Micronesia 6(7)","Coccidae","Pulvinaria psidii Maskell",NULL,"Babelthuap","1947",NULL
"3549","Insects of Micronesia 6(7)","Coccidae","Pulvinaria psidii Maskell",NULL,"Koror","1948",NULL
"3550","Insects of Micronesia 6(7)","Coccidae","Pulvinaria psidii Maskell",NULL,"Wena(Moen)","1953",NULL
"3551","Insects of Micronesia 6(7)","Coccidae","Pulvinaria psidii Maskell",NULL,"Fefan","1946",NULL
"3552","Insects of Micronesia 6(7)","Coccidae","Pulvinaria psidii Maskell",NULL,"Ponape","1949",NULL
"3553","Insects of Micronesia 6(7)","Coccidae","Pulvinaria psidii Maskell",NULL,"Kusaie","1946",NULL
"3554","Insects of Micronesia 6(7)","Coccidae","Pulvinaria psidii Maskell",NULL,"Jaluit","1946",NULL
"3555","Insects of Micronesia 6(7)","Coccidae","Pulvinaria thespesiae Green",NULL,"Wena(Moen)","1949",NULL
"3556","Insects of Micronesia 6(7)","Coccidae","Pulvinaria urbicola Cockerell",NULL,"Saipan","1937",NULL
"3557","Insects of Micronesia 6(7)","Coccidae","Pulvinaria urbicola Cockerell",NULL,"Guam","1939",NULL
"3558","Insects of Micronesia 6(7)","Coccidae","Pulvinaria urbicola Cockerell",NULL,"Sorol","1958",NULL
"3559","Insects of Micronesia 6(7)","Coccidae","Pulvinaria urbicola Cockerell",NULL,"Lamotrek","1950",NULL
"3560","Insects of Micronesia 6(7)","Coccidae","Pulvinaria urbicola Cockerell",NULL,"Faraulep","1964",NULL
"3561","Insects of Micronesia 6(7)","Coccidae","Saissetia coffeae (Walker)",NULL,"Tinian","1946",NULL
"3562","Insects of Micronesia 6(7)","Coccidae","Saissetia coffeae (Walker)",NULL,"Guam","1953",NULL
"3563","Insects of Micronesia 6(7)","Coccidae","Saissetia coffeae (Walker)",NULL,"Babelthuap","1946",NULL
"3564","Insects of Micronesia 6(7)","Coccidae","Saissetia coffeae (Walker)",NULL,"Yap","1952",NULL
"3565","Insects of Micronesia 6(7)","Coccidae","Saissetia coffeae (Walker)",NULL,"Eniwetok","1957",NULL
"3566","Insects of Micronesia 6(7)","Coccidae","Saissetia coffeae (Walker)",NULL,"Kwajalein","1956",NULL
"3567","Insects of Micronesia 6(7)","Coccidae","Saissetia coffeae (Walker)",NULL,"Majuro","1946",NULL
"3568","Insects of Micronesia 6(7)","Coccidae","Saissetia nigra (Nietner)",NULL,"Iwo Jima","1958",NULL
"3569","Insects of Micronesia 6(7)","Coccidae","Saissetia nigra (Nietner)",NULL,"Saipan","1946",NULL
"3570","Insects of Micronesia 6(7)","Coccidae","Saissetia nigra (Nietner)",NULL,"Tinian","1946",NULL
"3571","Insects of Micronesia 6(7)","Coccidae","Saissetia nigra (Nietner)",NULL,"Guam","1911",NULL
"3572","Insects of Micronesia 6(7)","Coccidae","Saissetia nigra (Nietner)",NULL,"Koror","1948",NULL
"3573","Insects of Micronesia 6(7)","Coccidae","Saissetia nigra (Nietner)",NULL,"Peleliu","1945",NULL
"3574","Insects of Micronesia 6(7)","Coccidae","Saissetia nigra (Nietner)",NULL,"Angaur","1949",NULL
"3575","Insects of Micronesia 6(7)","Coccidae","Saissetia nigra (Nietner)",NULL,"Yap","1949",NULL
"3576","Insects of Micronesia 6(7)","Coccidae","Saissetia nigra (Nietner)",NULL,"Wena(Moen)","1946",NULL
"3577","Insects of Micronesia 6(7)","Coccidae","Saissetia nigra (Nietner)",NULL,"Ton(Tol)","1946",NULL
"3578","Insects of Micronesia 6(7)","Coccidae","Saissetia nigra (Nietner)",NULL,"Tonoas(Dublon)","1952",NULL
"3579","Insects of Micronesia 6(7)","Coccidae","Saissetia nigra (Nietner)",NULL,"Kusaie","1946",NULL
"3580","Insects of Micronesia 6(7)","Coccidae","Saissetia nigra (Nietner)",NULL,"Tarawa","1956",NULL
"3581","Insects of Micronesia 6(7)","Coccidae","Saissetia nigra (Nietner)",NULL,"Butaritari","1957",NULL
"3582","Insects of Micronesia 6(7)","Coccidae","Saissetia oleae (Bernard)",NULL,"Saipan","1946",NULL
"3583","Insects of Micronesia 6(7)","Coccidae","Saissetia oleae (Bernard)",NULL,"Guam","1945",NULL
"3584","Insects of Micronesia 6(7)","Coccidae","Saissetia oleae (Bernard)",NULL,"Koror","1953",NULL
"3585","Insects of Micronesia 6(7)","Coccidae","Saissetia oleae (Bernard)",NULL,"Ngerkabesang","1946",NULL
"3586","Insects of Micronesia 6(7)","Coccidae","Saissetia oleae (Bernard)",NULL,"Peleliu","1946",NULL
"3587","Insects of Micronesia 6(7)","Coccidae","Saissetia oleae (Bernard)",NULL,"Wena(Moen)","1954",NULL
"3588","Insects of Micronesia 6(7)","Coccidae","Saissetia oleae (Bernard)",NULL,"Ujelang","1953",NULL
"3589","Insects of Micronesia 6(7)","Coccidae","Vinsonia stellifera (Westwood)",NULL,"Koror","1946",NULL
"3590","Insects of Micronesia 6(7)","Coccidae","Vinsonia stellifera (Westwood)",NULL,"Angaur","1949",NULL
"3591","Insects of Micronesia 6(7)","Coccidae","Vinsonia stellifera (Westwood)",NULL,"Ponape","1946",NULL
"3592","Insects of Micronesia 6(7)","Asterolecaniidae","Asterolecanium bambusae (Boisduval)",NULL,"Tinian","1946",NULL
"3593","Insects of Micronesia 6(7)","Asterolecaniidae","Asterolecanium bambusae (Boisduval)",NULL,"Guam","1946",NULL
"3594","Insects of Micronesia 6(7)","Asterolecaniidae","Asterolecanium bambusae (Boisduval)",NULL,"Ngerkabesang","1947",NULL
"3595","Insects of Micronesia 6(7)","Asterolecaniidae","Asterolecanium coronatum Green",NULL,"Koror","1953",NULL
"3596","Insects of Micronesia 6(7)","Asterolecaniidae","Asterolecanium coronatum Green",NULL,"Ngerkabesang","1946",NULL
"3597","Insects of Micronesia 6(7)","Asterolecaniidae","Asterolecanium miliaris (Boisduval)",NULL,"Tinian","1946",NULL
"3598","Insects of Micronesia 6(7)","Asterolecaniidae","Asterolecanium miliaris (Boisduval)",NULL,"Guam","1945",NULL
"3599","Insects of Micronesia 6(7)","Asterolecaniidae","Asterolecanium miliaris (Boisduval)",NULL,"Koror","1947",NULL
"3600","Insects of Micronesia 6(7)","Asterolecaniidae","Asterolecanium miliaris (Boisduval)",NULL,"Ngerkabesang","1946",NULL
"3601","Insects of Micronesia 6(7)","Asterolecaniidae","Asterolecanium miliaris (Boisduval)",NULL,"Ponape","1946",NULL
"3602","Insects of Micronesia 6(7)","Asterolecaniidae","Asterolecanium pseudomiliaris Green",NULL,"Guam","1952",NULL
"3603","Insects of Micronesia 6(7)","Asterolecaniidae","Asterolecanium pseudomiliaris Green",NULL,"Ponape","1946",NULL
"3604","Insects of Micronesia 6(7)","Asterolecaniidae","Asterolecanium pustulans (Cockerell)",NULL,"Guam","1927",NULL
"3605","Insects of Micronesia 6(7)","Asterolecaniidae","Asterolecanium pustulans (Cockerell)",NULL,"Koror","1953",NULL
"3606","Insects of Micronesia 6(7)","Asterolecaniidae","Asterolecanium pustulans (Cockerell)",NULL,"Wena(Moen)","1954",NULL
"3607","Insects of Micronesia 6(7)","Asterolecaniidae","Asterolecanium pustulans (Cockerell)",NULL,"Likiep","1946",NULL
"3608","Insects of Micronesia 6(7)","Asterolecaniidae","Asterolecanium pustulans (Cockerell)",NULL,"Majuro","1958",NULL
"3609","Insects of Micronesia 6(7)","Asterolecaniidae","Asterolecanium pustulans (Cockerell)",NULL,"Butaritari","1957",NULL
"3610","Insects of Micronesia 6(7)","Asterolecaniidae","Asterolecanium pustulans (Cockerell)",NULL,"Tarawa","1957",NULL
"3611","Insects of Micronesia 6(7)","Asterolecaniidae","Asterolecanium robustum Green",NULL,"Guam","1953",NULL
"3612","Insects of Micronesia 6(7)","Asterolecaniidae","Asterolecanium robustum Green",NULL,"Babelthuap","1947",NULL
"3613","Insects of Micronesia 6(7)","Asterolecaniidae","Asterolecanium robustum Green",NULL,"Koror","1947",NULL
"3614","Insects of Micronesia 6(7)","Asterolecaniidae","Asterolecanium robustum Green",NULL,"Ponape","1949",NULL
"3615","Insects of Micronesia 6(7)","Diaspididae","Africonidia macdanieli Beardsley",NULL,"Ulebsehel(Auluptagel)","1956",NULL
"3616","Insects of Micronesia 6(7)","Diaspididae","Anastomoderma palauensis Beardsley",NULL,"Koror","1953",NULL
"3617","Insects of Micronesia 6(7)","Diaspididae","Aonidiella aurantii (Maskell)",NULL,"Bonin","1909",NULL
"3618","Insects of Micronesia 6(7)","Diaspididae","Aonidiella aurantii (Maskell)",NULL,"Guam","1945",NULL
"3619","Insects of Micronesia 6(7)","Diaspididae","Aonidiella aurantii (Maskell)",NULL,"Bikini","1946",NULL
"3620","Insects of Micronesia 6(7)","Diaspididae","Aonidiella comperei McKenzie",NULL,"Tinian","1946",NULL
"3621","Insects of Micronesia 6(7)","Diaspididae","Aonidiella comperei McKenzie",NULL,"Saipan","1946",NULL
"3622","Insects of Micronesia 6(7)","Diaspididae","Aonidiella comperei McKenzie",NULL,"Koror","1958",NULL
"3623","Insects of Micronesia 6(7)","Diaspididae","Aonidiella comperei McKenzie",NULL,"Yap","1958",NULL
"3624","Insects of Micronesia 6(7)","Diaspididae","Aonidiella comperei McKenzie",NULL,"Ulithi","1954",NULL
"3625","Insects of Micronesia 6(7)","Diaspididae","Aonidiella comperei McKenzie",NULL,"Tonoas(Dublon)","1946",NULL
"3626","Insects of Micronesia 6(7)","Diaspididae","Aonidiella comperei McKenzie",NULL,"Ailiglapalap","1946",NULL
"3627","Insects of Micronesia 6(7)","Diaspididae","Aonidiella comperei McKenzie",NULL,"Jaluit","1946",NULL
"3628","Insects of Micronesia 6(7)","Diaspididae","Aonidiella eremocitri McKenzie",NULL,"Babelthuap","1953",NULL
"3629","Insects of Micronesia 6(7)","Diaspididae","Aonidiella eremocitri McKenzie",NULL,"Koror","1954",NULL
"3630","Insects of Micronesia 6(7)","Diaspididae","Aonidiella eremocitri McKenzie",NULL,"Peleliu","1946",NULL
"3631","Insects of Micronesia 6(7)","Diaspididae","Aonidiella eremocitri McKenzie",NULL,"Ngurukdabel(Urukthapel)","1953",NULL
"3632","Insects of Micronesia 6(7)","Diaspididae","Aonidiella inornata McKenzie",NULL,"Guam","1936",NULL
"3633","Insects of Micronesia 6(7)","Diaspididae","Aonidiella inornata McKenzie",NULL,"Koror","1938",NULL
"3634","Insects of Micronesia 6(7)","Diaspididae","Aonidiella inornata McKenzie",NULL,"Yap","1946",NULL
"3635","Insects of Micronesia 6(7)","Diaspididae","Aonidiella inornata McKenzie",NULL,"Woleai","1946",NULL
"3636","Insects of Micronesia 6(7)","Diaspididae","Aonidiella inornata McKenzie",NULL,"Ton(Tol)","1946",NULL
"3637","Insects of Micronesia 6(7)","Diaspididae","Aonidiella inornata McKenzie",NULL,"Wena(Moen)","1946",NULL
"3638","Insects of Micronesia 6(7)","Diaspididae","Aonidiella inornata McKenzie",NULL,"Ponape","1946",NULL
"3639","Insects of Micronesia 6(7)","Diaspididae","Aonidiella inornata McKenzie",NULL,"Kusaie","1953",NULL
"3640","Insects of Micronesia 6(7)","Diaspididae","Aonidiella inornata McKenzie",NULL,"Wake","1939",NULL
"3641","Insects of Micronesia 6(7)","Diaspididae","Aonidiella inornata McKenzie",NULL,"Kwajalein","1946",NULL
"3642","Insects of Micronesia 6(7)","Diaspididae","Aonidiella inornata McKenzie",NULL,"Lib","1952",NULL
"3643","Insects of Micronesia 6(7)","Diaspididae","Aonidiella inornata McKenzie",NULL,"Ailiglapalap","1946",NULL
"3644","Insects of Micronesia 6(7)","Diaspididae","Aonidiella inornata McKenzie",NULL,"Jaluit","1946",NULL
"3645","Insects of Micronesia 6(7)","Diaspididae","Aonidiella inornata McKenzie",NULL,"Majuro","1946",NULL
"3646","Insects of Micronesia 6(7)","Diaspididae","Aonidiella orientalis (Newstead)",NULL,"Saipan","1946",NULL
"3647","Insects of Micronesia 6(7)","Diaspididae","Aonidiella orientalis (Newstead)",NULL,"Tinian","1946",NULL
"3648","Insects of Micronesia 6(7)","Diaspididae","Aonidiella orientalis (Newstead)",NULL,"Rota","1946",NULL
"3649","Insects of Micronesia 6(7)","Diaspididae","Aonidiella orientalis (Newstead)",NULL,"Guam","1936",NULL
"3650","Insects of Micronesia 6(7)","Diaspididae","Aonidiella orientalis (Newstead)",NULL,"Yap","1946",NULL
"3651","Insects of Micronesia 6(7)","Diaspididae","Aspidiella hartii (Cockerell)",NULL,"Guam","1946",NULL
"3652","Insects of Micronesia 6(7)","Diaspididae","Aspidiella sacchari (Cockerell)",NULL,"Saipan","1956",NULL
"3653","Insects of Micronesia 6(7)","Diaspididae","Aspidiella sacchari (Cockerell)",NULL,"Tinian","1946",NULL
"3654","Insects of Micronesia 6(7)","Diaspididae","Aspidiella sacchari (Cockerell)",NULL,"Guam","1911",NULL
"3655","Insects of Micronesia 6(7)","Diaspididae","Aspidiella sacchari (Cockerell)",NULL,"Babelthuap","1946",NULL
"3656","Insects of Micronesia 6(7)","Diaspididae","Aspidiella sacchari (Cockerell)",NULL,"Kwajalein","1953",NULL
"3657","Insects of Micronesia 6(7)","Diaspididae","Aspidiotus destructor Signoret",NULL,"Saipan","1946",NULL
